ExpressionLevel,Gene,Raw Data,Linear Correction,Probabilistic Correction
5,Gene_1,82.65362928015924,68.44095056443265,16.014882879732955
5,Gene_2,74.52710438638175,68.89765588738146,18.004637396774132
5,Gene_3,79.99616816432543,74.76400661381457,14.138545814103608
5,Gene_4,102.11429916336758,92.623355874915,20.65441816039253
5,Gene_5,59.95274574176443,57.4130842620703,19.247472573566522
5,Gene_6,100.69896781302137,94.35159441901806,20.898358955535983
5,Gene_7,105.3936451513186,100.1503972920724,31.86620378450765
5,Gene_8,94.89766001570283,87.44178350826277,16.469654134914062
5,Gene_9,65.39399818406983,47.22163517830675,23.678342352326943
5,Gene_10,105.61670257121519,82.38598452025654,21.034850644939375
5,Gene_11,106.97764190503636,100.15308029027548,29.780289106467745
5,Gene_12,69.49401881646028,56.51559694505399,13.649359847788995
5,Gene_13,89.92304971789821,75.61834796955817,15.101564847406518
5,Gene_14,111.42890816240877,95.94697444851187,21.182442782403903
5,Gene_15,67.81722204258045,56.6291326850687,20.928816562212244
5,Gene_16,103.02588707266582,86.01132339750191,17.785301270835767
5,Gene_17,101.13467219393988,91.22998684947612,26.12777387763396
5,Gene_18,72.52493199642873,46.577127871432225,29.371137450151597
5,Gene_19,60.640520403710326,36.51124937705752,25.536996634617605
5,Gene_20,94.16642989287675,71.81094131285178,17.23599907366703
5,Gene_21,115.43578401515116,102.00542716341454,32.521476295541774
5,Gene_22,69.87511830753691,65.75858056679334,15.833204082526194
5,Gene_23,95.693250286954,95.92621936610587,25.175180034709854
5,Gene_24,94.32181900529932,89.15170580577568,21.660758021196624
5,Gene_25,73.27697315987317,63.01408556512027,15.01175514574166
5,Gene_26,95.77929311484402,91.5514485078924,17.340486444211834
5,Gene_27,74.62757404252095,63.4401446087147,13.523264274463253
5,Gene_28,93.95833427354113,79.75497087994916,19.345773815180664
5,Gene_29,85.71964499124273,66.44152031372,8.423698643137406
5,Gene_30,90.29857773217755,82.24934369051235,19.919751104008085
5,Gene_31,124.91538967420934,114.56539425414034,29.985548585102308
5,Gene_32,62.28380594979922,52.02120325798924,12.050590897437093
5,Gene_33,103.46409524480747,86.12007772063649,25.790222262115954
5,Gene_34,56.99857019400593,55.67095012059542,16.016147050513055
5,Gene_35,73.31147591269115,64.16749216085265,10.545767394878975
5,Gene_36,91.12835554505006,78.68634407955588,19.263150444022973
5,Gene_37,72.6925012589183,46.711492842702754,23.768474002628572
5,Gene_38,60.91210009658879,27.575703591289173,49.5946135961586
5,Gene_39,59.6830341429076,52.224465643771666,15.176961972289938
5,Gene_40,67.8570653907636,44.98469956647296,20.226178518191702
5,Gene_41,92.6288575667783,77.07126585751439,12.995806036577138
5,Gene_42,94.737607520415,60.67949163032833,20.338976091652516
5,Gene_43,57.299662062249936,33.58668955315768,82.4955761394188
5,Gene_44,91.38695716984358,74.81834237554924,9.035627707804714
5,Gene_45,113.6274967747577,92.5381542211296,27.463540518236933
5,Gene_46,66.46446514604216,44.05616400479208,95.89680138627264
5,Gene_47,88.88723560733852,78.9713560227251,15.113180097917327
5,Gene_48,79.82609070798578,72.27091111948963,18.100412694298548
10,Gene_1,86.48096909660296,78.90987145590664,11.917479269685185
10,Gene_2,99.22630572586725,85.08978632703642,18.254119189272643
10,Gene_3,83.39372213210875,76.57660412836837,13.204590261111914
10,Gene_4,105.40363709591361,98.6080518701115,24.38011985389478
10,Gene_5,86.93463316639692,77.81664829435677,14.169773325249176
10,Gene_6,79.528244742288,69.37363307555557,9.909315858213859
10,Gene_7,101.82683597306357,89.04624671140796,18.547115304714886
10,Gene_8,85.28589373186723,76.58228129575434,17.14754673627302
10,Gene_9,54.31417856117178,34.347578586857615,28.92225079412772
10,Gene_10,80.43751379636257,65.72818772949948,7.231622166348231
10,Gene_11,102.65897483524684,92.58617164797693,25.716710147894005
10,Gene_12,87.27906912998104,83.64060089641893,16.948827525040855
10,Gene_13,73.95980809112712,66.72464137085828,16.11273913178279
10,Gene_14,75.75483305684718,68.45105377992462,12.692627403194512
10,Gene_15,88.10832922045957,78.84629804419968,13.126348759636628
10,Gene_16,81.3766641305273,80.58172391968,11.908393815557336
10,Gene_17,72.41073020678277,62.420732690875504,8.773569669295838
10,Gene_18,81.75237061742615,44.91354786067265,19.446417597057476
10,Gene_19,95.56269164378477,83.31559634611023,18.304080015927845
10,Gene_20,81.07504104237374,65.85012166707595,8.445707068659809
10,Gene_21,82.14804550579079,59.99898179587024,7.776495139522105
10,Gene_22,71.7211580689546,60.443297732601934,9.490800434178805
10,Gene_23,78.67415241698035,69.00204973829088,7.497691155748884
10,Gene_24,76.07724985752797,63.12045013343995,10.574670693434673
10,Gene_25,107.21767320511036,97.14092494877711,24.138504687260273
10,Gene_26,72.63545019894002,69.52392245834378,10.532611619594922
10,Gene_27,80.63247314567096,74.12097143954267,11.623423448835224
10,Gene_28,70.2743791707606,56.33896487133039,6.286033716251503
10,Gene_29,77.09462784861564,56.4971600825543,8.12643927877666
10,Gene_30,97.05650798683594,82.47894422575109,22.528845268678033
10,Gene_31,95.64206784664424,88.63443837420911,19.13604041658271
10,Gene_32,77.83630523225875,57.2355851915081,12.145399420318112
10,Gene_33,96.0500846230635,87.09044807376756,18.78566708894624
10,Gene_34,58.679060373127754,36.776505469760295,20.000718892037067
10,Gene_35,84.27477310104265,74.28809715190968,11.474074274233326
10,Gene_36,84.02333836715329,65.02029797646881,10.479424644514586
10,Gene_37,88.02155359073076,81.289172577583,14.046473017438865
10,Gene_38,67.30345916690266,41.830672079332345,34.69629374569852
10,Gene_39,98.84330617509347,90.15568417857071,24.450958912325113
10,Gene_40,80.26931134068012,67.90105424961557,11.751202626891278
10,Gene_41,88.41435150095916,71.14339120975707,11.611249063339796
10,Gene_42,95.70626946643418,87.29307876683632,18.387648420760527
10,Gene_43,68.55193032175848,36.82285348715458,84.1774600623215
10,Gene_44,73.63197803120822,66.15246648853758,13.297628887884619
10,Gene_45,67.92759712624195,56.50667530418404,10.854000134977655
10,Gene_46,61.379463967698534,37.968741820763725,88.6468295564285
10,Gene_47,86.76395170608991,70.94114910840324,11.829072868990782
10,Gene_48,75.16862942016054,60.50915689762591,5.721867615438915
20,Gene_1,87.70919380924236,79.00023922250688,12.333319851820832
20,Gene_2,96.804584654249,87.32921435138951,20.14665205342528
20,Gene_3,88.22693571878,81.17790000244254,16.31451893320123
20,Gene_4,88.19229050248215,79.18207145483268,16.321875927526868
20,Gene_5,90.2045579424536,80.76412684085619,13.839728079481958
20,Gene_6,80.63992336733907,67.62472590138097,9.368573407773239
20,Gene_7,100.9066855151751,89.37106144063401,22.362230327541234
20,Gene_8,72.29548739698171,57.839986936172764,12.07305547072419
20,Gene_9,65.51216167584141,45.50686127504215,17.081252251450834
20,Gene_10,84.2609096721743,70.80180139819272,10.828900089608139
20,Gene_11,105.27043970528376,96.54954820753782,24.85551588798631
20,Gene_12,90.18413454984466,85.54989162979025,16.1982247406367
20,Gene_13,61.90674915541131,53.73239996364569,5.976136492464651
20,Gene_14,101.68594093652781,91.45222238534967,22.20263227647723
20,Gene_15,58.702270137912,53.411484989696575,10.337872114984645
20,Gene_16,87.14827317873805,79.72394023777183,12.852195115173915
20,Gene_17,77.61631089498337,68.81379003742572,10.082307216696982
20,Gene_18,70.93555233531121,48.91890689789933,22.304399279454195
20,Gene_19,90.06787307669188,84.77537597718982,17.938675217995943
20,Gene_20,78.07708379811183,64.58294393638414,8.033402204552766
20,Gene_21,86.69459023832195,82.27018999964622,16.76171626561947
20,Gene_22,86.12913498130754,78.85435148427747,15.69058987844823
20,Gene_23,83.86707975506283,75.56018478163361,10.107838215833304
20,Gene_24,91.04481741066462,81.70415819080308,14.330397922622254
20,Gene_25,83.93787327032774,78.29610917902374,14.017565326513564
20,Gene_26,84.26690988985119,76.24762529535289,13.267153107831398
20,Gene_27,94.77988909180095,85.1253900041555,20.51239484578405
20,Gene_28,77.52511634177286,69.24530088950792,8.153426822692843
20,Gene_29,88.17520117671864,78.48879603853561,15.33179330568343
20,Gene_30,88.44836856507817,78.96956105627285,15.237502701754673
20,Gene_31,83.81285325775049,65.1434758092752,9.507896230325606
20,Gene_32,88.34440903227542,78.35305133778787,15.41802250007122
20,Gene_33,93.69050666183503,79.30103157842882,13.170554040845994
20,Gene_34,71.99581767797834,63.46300795603055,8.279386337947429
20,Gene_35,70.59194920160466,59.265680156899414,7.374496014093593
20,Gene_36,65.684764449904,51.372536775450115,7.111067258262514
20,Gene_37,81.04396966544434,68.96052331554515,9.991081198502137
20,Gene_38,78.56608520233145,46.65513624146192,26.536963833272566
20,Gene_39,81.31158305865925,70.19237923636396,11.04778104142683
20,Gene_40,82.43511165169326,70.9566379154237,8.990609345899129
20,Gene_41,78.33957922823308,64.15246840292124,7.313583831418372
20,Gene_42,110.4368395544955,102.8944279854026,25.88195995203008
20,Gene_43,69.37858333349594,34.97970210867142,82.23636602286994
20,Gene_44,81.77033582802852,71.27002117351454,11.763154846430517
20,Gene_45,77.76673723952976,66.05737850537493,8.50218217450195
20,Gene_46,70.34937364170871,37.540568465390926,85.77845673286771
20,Gene_47,66.4790753396598,56.4605025719892,6.5663267026531305
20,Gene_48,67.89377929326753,50.131288121201635,7.018770754404854
40,Gene_1,86.64316438790591,75.75592729335581,13.962568090194022
40,Gene_2,89.93594186607963,78.95333256183629,13.681221902412947
40,Gene_3,84.43686735754878,75.51172525982727,15.3459773208243
40,Gene_4,83.48586479045416,74.72046322588622,11.867796666119197
40,Gene_5,93.16185292384398,87.41754433961891,18.291624635547382
40,Gene_6,91.59736287664701,80.2918558296696,17.886990881689208
40,Gene_7,98.2420535509999,88.77309819726312,21.781618355296942
40,Gene_8,87.8420443732279,78.05642216249379,15.137557287327756
40,Gene_9,57.39419529675687,35.4870782595671,25.23849381548266
40,Gene_10,88.232205762971,77.2486326187619,15.573778597145937
40,Gene_11,85.58208011263471,77.38860232668017,14.93582928927138
40,Gene_12,89.277667400561,80.7176315240299,17.841418331858293
40,Gene_13,83.8801285109039,74.39419067855005,14.003931326943029
40,Gene_14,93.32540873124366,84.31278219180882,18.985683925368146
40,Gene_15,72.46204756622215,63.820083662462935,5.973737073258668
40,Gene_16,79.79735946173399,66.87009046105034,8.528839337470728
40,Gene_17,98.64361070731965,87.86570965907417,20.909060459250203
40,Gene_18,70.31211652617156,46.14760046413696,23.0626605530952
40,Gene_19,82.43278066497473,71.89425229380156,11.075051674147868
40,Gene_20,87.51232443903984,78.73525487333964,14.989685116000794
40,Gene_21,90.1520491899653,82.25574155670822,20.133818020671907
40,Gene_22,79.72813520185336,70.89115386930644,12.121075386454898
40,Gene_23,83.50208220427871,71.0611602302223,11.947131740069914
40,Gene_24,90.7245456243349,76.79423151499411,14.278076643966898
40,Gene_25,83.51039145237542,74.44740271491884,12.3465518911121
40,Gene_26,79.83899731961876,70.92840699335271,9.837268965810336
40,Gene_27,90.7856187075264,86.68684654351502,20.9977990304892
40,Gene_28,83.77984778438318,75.1653741104199,13.198204317698355
40,Gene_29,79.29268388285908,72.06112305161537,10.022822471410809
40,Gene_30,88.7411377941364,79.61372304348446,17.396553363364053
40,Gene_31,85.01264952412451,72.52509357130836,12.165662714634955
40,Gene_32,72.21598700628351,64.45732221348044,6.3090199163162195
40,Gene_33,101.38866598398313,93.67810649075726,25.37382567760551
40,Gene_34,78.12329293837612,70.03493590936039,8.622709413087808
40,Gene_35,81.03064127255007,75.24958982117555,9.424018131372474
40,Gene_36,90.12340419960037,80.49463935956666,17.266980412923374
40,Gene_37,83.58914694454936,67.58890093182694,9.340970402909118
40,Gene_38,65.46729234969143,44.44864185974338,25.861866402442196
40,Gene_39,91.11943967024521,79.14961906934931,16.053191830164007
40,Gene_40,78.28295262115316,63.550131219921205,7.89595060201701
40,Gene_41,94.44748587378521,83.50640971164111,19.21539190534264
40,Gene_42,92.68602264198405,81.8074890819772,19.55833769256849
40,Gene_43,70.02897746226198,36.61638656976605,79.7742843051706
40,Gene_44,98.59618564750241,87.78155541590587,19.9027851908862
40,Gene_45,88.34810891604263,76.92330171009834,15.609969760200288
40,Gene_46,66.92644098574053,36.600814188706,85.01570729158041
40,Gene_47,88.76716616579316,76.71572010815926,15.438826782441806
40,Gene_48,75.41899710157622,64.36909389286771,7.470759195883462
80,Gene_1,91.20491991201067,81.65885766614636,17.93835789490974
80,Gene_2,87.4455394446575,77.21862869961606,14.834091341675148
80,Gene_3,88.07969377906993,78.6950089417507,16.32614370195073
80,Gene_4,94.62528748514897,86.14384446896065,20.792110826285374
80,Gene_5,98.90918001696924,87.43046875138643,24.69615628163823
80,Gene_6,85.92483687586275,76.50166572908475,16.134185251540508
80,Gene_7,96.70004791053606,88.36318314262591,22.090162104454436
80,Gene_8,74.17754040631844,64.91935641432295,7.5486007164934
80,Gene_9,64.62982499607259,43.67522004402986,15.868088416502191
80,Gene_10,81.67328376397401,73.26792128502038,11.721860112614895
80,Gene_11,83.30069423262901,73.95817547333576,13.219350891984533
80,Gene_12,95.38761691643498,85.09446979672624,20.67468721426444
80,Gene_13,85.40730629773452,76.46843036127407,13.913317834703085
80,Gene_14,91.33263535134483,78.90709179546366,15.669573806540612
80,Gene_15,72.93264449312268,59.131315820443895,5.366969328909614
80,Gene_16,76.64504268333963,64.20292795690851,8.683073192658759
80,Gene_17,86.5395788918782,75.66242342085367,14.52903805374044
80,Gene_18,66.89499957568604,42.344462093766815,21.475632572414774
80,Gene_19,86.10480113898242,77.31233622653015,14.78995010585336
80,Gene_20,84.37838574682367,74.58012498613078,13.037877343602352
80,Gene_21,90.11961532120881,81.7770404361863,19.833330928204017
80,Gene_22,92.2618877370363,81.7650755444735,19.668012242791722
80,Gene_23,81.9766031659126,70.42419014779112,10.832813760036414
80,Gene_24,93.06839179457931,82.5370277972532,20.255315333896494
80,Gene_25,93.6030733978997,82.90344218929827,19.387628746865683
80,Gene_26,84.01203753743144,74.26984354846996,12.467017640773431
80,Gene_27,93.24525678316593,83.56607992878207,20.204195868087247
80,Gene_28,87.62340768900401,77.69128639607325,17.646022630446577
80,Gene_29,79.6495139465801,71.80135017105347,11.482879485499097
80,Gene_30,85.40185984462377,78.09168871200039,18.168003909073136
80,Gene_31,82.3993433953996,73.51158360895073,10.930991299761157
80,Gene_32,76.08426178779357,64.82388047018739,7.737552991584298
80,Gene_33,98.31655855846422,90.17483432256579,26.118095247984908
80,Gene_34,77.38533963717084,66.39386534394905,8.262544255362386
80,Gene_35,82.07335683119678,71.10965319988071,12.059755345049826
80,Gene_36,91.34678646646816,82.53195319162984,16.94624359446547
80,Gene_37,81.68132167125893,69.05120525982323,9.226236833148608
80,Gene_38,66.10444778586306,37.272513206560745,28.95435241282287
80,Gene_39,95.62342906001916,86.77004317127619,23.370415958465436
80,Gene_40,79.38205596291272,72.48356620128655,10.916362592478324
80,Gene_41,90.3964602076386,79.22776860312601,16.714810718358777
80,Gene_42,102.42647903626442,90.20179391754621,23.9270123519438
80,Gene_43,69.08715899427544,36.97357025418286,79.53142703505213
80,Gene_44,86.12682062230937,76.45978033319369,15.246690475023259
80,Gene_45,87.46402358062464,78.80613935877389,16.146087337538976
80,Gene_46,67.53497648333354,37.36861096157355,86.26423868292956
80,Gene_47,93.59816793455224,83.65603456766527,19.34782944778268
80,Gene_48,77.11227411803142,65.20703735438465,8.611679675474026
160,Gene_1,90.38679950934186,79.70024422992509,17.409515165111973
160,Gene_2,93.25266755309404,81.92508745454246,20.769623613429413
160,Gene_3,81.99919283117788,71.51138752390781,13.267003108057033
160,Gene_4,85.05796962185832,75.71366799026758,15.838746864451188
160,Gene_5,94.58836991977788,83.87374365267037,20.24283522000936
160,Gene_6,86.61950362854563,75.66488690602989,15.353680377699078
160,Gene_7,95.23724698676403,86.84652275561125,22.514158148092037
160,Gene_8,78.42755919988201,68.8263365069709,10.283992352319428
160,Gene_9,61.421147676368335,38.98176557411889,18.13175650644444
160,Gene_10,77.85167681030474,67.76424591842857,9.484497181949992
160,Gene_11,87.08184195959052,77.26840803626035,17.26659379327758
160,Gene_12,92.8689910788355,82.99468872228559,18.767803385777476
160,Gene_13,82.60676019207035,71.84492767778349,11.470879404075433
160,Gene_14,99.42849923050395,89.26075257295376,26.33214711263371
160,Gene_15,76.13427847679873,66.2432444699705,7.4026421228474835
160,Gene_16,76.95091955550234,65.35737193254265,7.939563510168904
160,Gene_17,87.37914337149394,77.47332756179662,16.224962247929287
160,Gene_18,68.88309801814087,45.87352520352695,20.526045787753556
160,Gene_19,80.51579205688336,71.16908233707838,12.737240009088795
160,Gene_20,83.34174717576856,72.89458020661358,11.845769417618206
160,Gene_21,88.46508933430846,79.79014104415938,21.49063826215437
160,Gene_22,85.94194379719286,77.31451525834603,18.827685666386095
160,Gene_23,82.95024743160909,73.41713720980655,13.235352506844004
160,Gene_24,89.03258110312657,78.60849860333667,17.207019608308496
160,Gene_25,93.23698383352166,82.88237260582252,20.700208692915677
160,Gene_26,84.49543040101051,75.69786986422272,12.271553201255207
160,Gene_27,91.6745482871475,81.61236840081955,20.6278067253661
160,Gene_28,84.4824334625877,74.77465943469613,15.619403456109568
160,Gene_29,78.90619676513398,66.49869789908144,9.041888557819789
160,Gene_30,89.29309535875308,79.58735052396281,18.28640604507258
160,Gene_31,78.9584017122062,67.85712884800819,9.38047800370923
160,Gene_32,81.00317578788818,70.81663464313982,10.823442605046608
160,Gene_33,95.43628001850163,84.58844013323588,20.444443647214975
160,Gene_34,78.0137195498354,64.60386738100914,8.491042893892327
160,Gene_35,83.33523117541317,73.46353454813517,12.421365379213007
160,Gene_36,88.36659038209984,78.68503684186014,17.318296246240166
160,Gene_37,81.40740001757261,72.81450074180718,13.03532794626907
160,Gene_38,62.2263033583631,36.0338096331209,30.226967295891527
160,Gene_39,92.27734132554173,81.95827556447804,20.563494436328853
160,Gene_40,75.54430952702008,66.26566762128886,8.62472310501526
160,Gene_41,82.61684352373393,73.15618395848699,13.665735789530869
160,Gene_42,97.16541133487128,86.66782336869527,23.359734863734808
160,Gene_43,62.793709390564224,34.7681190986449,81.68723741498957
160,Gene_44,85.15101669941174,77.23222117421815,15.5248240112153
160,Gene_45,84.78073403202964,75.12592180352908,14.052383712018813
160,Gene_46,68.03082115589766,36.949537310759524,86.05763026285337
160,Gene_47,93.94763097343747,83.85246715463418,20.13303392475138
160,Gene_48,71.03608233429041,60.25155229682587,6.580986355221929
